Date,Open,High,Low,Close,Adj Close,Volume
2020-09-21,115.181641,115.391968,113.365204,114.961761,101.545006,5555724
2020-09-22,115.038239,116.108986,114.273422,115.210327,101.764580,3093859
2020-09-23,115.487572,116.242828,113.221794,113.604210,100.345901,4120612
2020-09-24,112.906311,114.263863,111.357552,112.896751,99.721001,3709325
2020-09-25,112.428299,114.158699,111.797325,113.718925,100.447220,3089570
2020-09-28,115.267685,116.950287,115.114723,116.376671,102.794800,3670623
2020-09-29,116.070747,116.816444,114.923515,115.621414,102.127678,2203504
2020-09-30,116.042068,117.504784,115.487572,116.319313,102.744125,3411111
2020-10-01,116.978966,117.877632,115.066925,115.764816,102.254349,3359438
2020-10-02,113.804970,116.395790,113.594643,115.267685,101.815231,3059759
2020-10-05,116.481834,117.351814,115.726578,116.644356,103.031227,3190823
2020-10-06,117.189293,119.340347,116.242828,116.606117,102.997475,4050426
2020-10-07,117.275337,118.919693,116.940727,118.613770,104.770821,2944908
2020-10-08,125.105164,129.541107,124.063095,125.707458,111.036606,26452189
2020-10-09,126.195030,126.195030,121.988525,122.170174,107.912155,8737970
2020-10-12,122.437859,122.609940,120.879539,121.615677,107.422379,4848315
2020-10-13,121.003822,121.558319,118.986618,119.598473,105.640587,5654781
2020-10-14,119.627151,121.357552,119.627151,120.401527,106.349930,3899593
2020-10-15,118.623329,119.713196,118.403442,119.397705,105.463257,3541024
2020-10-16,119.665390,120.869980,119.177818,120.391968,106.341484,4927078
2020-10-19,121.223709,121.749519,119.579353,120.000000,105.995255,7822720
2020-10-20,114.531548,114.866158,111.701721,112.208412,99.112991,22490151
2020-10-21,111.529640,112.514343,109.741875,110.000000,97.162323,10204044
2020-10-22,109.942642,110.956024,108.011475,110.669212,97.753441,8217167
2020-10-23,111.376671,111.491394,110.449333,110.898659,97.956108,4072496
2020-10-26,109.416824,109.847038,106.921608,107.284897,94.764107,7534756
2020-10-27,107.217972,107.284897,105.191208,105.697899,93.362305,6209161
2020-10-28,103.881454,104.904396,101.261948,101.959846,90.060509,9860956
2020-10-29,102.533463,104.818359,101.864243,104.120461,91.968971,7071169
2020-10-30,103.154877,106.883362,103.011475,106.749519,94.291191,8285889
2020-11-02,107.695984,108.824089,107.313576,107.944550,95.346748,5555829
2020-11-03,108.986618,110.564056,108.632889,109.139580,96.402321,4397698
2020-11-04,107.390060,108.900574,106.271507,106.978966,94.493866,6066905
2020-11-05,108.317398,110.219887,108.040154,109.722755,96.917435,5127701
2020-11-06,110.019119,110.038239,108.403442,109.024857,96.300980,5490663
2020-11-09,112.695984,114.474190,110.200768,110.449333,98.973877,9405841
2020-11-10,111.558319,112.973228,111.137665,112.724663,101.012802,5881449
2020-11-11,112.925430,113.145317,111.108986,112.045891,100.404541,4486922
2020-11-12,110.544930,111.252388,108.489487,109.464630,98.091484,6797117
2020-11-13,110.124283,112.208412,109.952202,111.711281,100.104706,4898000
2020-11-16,113.097511,113.336517,111.969406,113.154877,101.398308,5536896
2020-11-17,112.428299,113.326958,111.921608,112.523903,100.832893,4324687
2020-11-18,112.543022,113.652008,111.615677,111.634796,100.036179,4818713
2020-11-19,111.414917,112.284897,110.793503,112.026772,100.387421,3597822
2020-11-20,112.428299,112.848946,111.558319,111.797325,100.181816,5255418
2020-11-23,112.265778,115.219887,112.112808,114.808792,102.880402,5910318
2020-11-24,115.544930,119.244743,115.497131,118.948372,106.589882,8109115
2020-11-25,117.523903,118.862335,116.739960,118.738052,106.401405,4326151
2020-11-27,118.738052,119.799232,118.460800,118.881454,106.529907,2187395
2020-11-30,118.642448,119.502869,117.676865,118.087952,105.818855,6263448
2020-12-01,118.451241,120.296364,117.667305,117.743790,105.510460,5553319
2020-12-02,117.447418,119.158699,117.026772,119.139580,106.761223,3860472
2020-12-03,118.699806,119.369026,117.868073,118.173996,105.895958,4757417
2020-12-04,118.518166,121.778206,118.202675,121.606117,108.971489,5776849
2020-12-07,120.927345,121.386230,119.091782,119.216064,106.829765,8701151
2020-12-08,119.808792,120.774376,119.158699,120.181641,107.695015,5643170
2020-12-09,120.267685,122.074570,120.172081,121.214149,108.620255,6813121
2020-12-10,120.793503,121.347992,119.445503,119.464630,107.052505,5024147
2020-12-11,118.623329,119.990440,118.173996,118.804970,106.461380,4687544
2020-12-14,119.808792,120.688339,118.040154,118.097511,105.827408,5282300
2020-12-15,118.919693,120.391968,118.011475,120.391968,107.883484,4556585
2020-12-16,120.391968,121.003822,119.780113,120.028679,107.557945,4738485
2020-12-17,120.535370,120.544930,119.416824,120.028679,107.557945,3962248
2020-12-18,120.066925,120.841301,119.474190,120.315491,107.814957,7900229
2020-12-21,118.518166,118.718925,116.367111,117.963669,105.707489,6397022
2020-12-22,117.887192,118.757172,117.026772,118.173996,105.895958,4535561
2020-12-23,118.432121,119.703636,118.298279,118.451241,106.144394,2817819
2020-12-24,119.502869,119.598473,118.747612,119.206497,106.821190,1842111
2020-12-28,119.598473,121.032501,118.986618,119.330788,106.932579,3781499
2020-12-29,119.837479,119.961761,117.820267,118.355644,106.058723,3647402
2020-12-30,118.355644,119.359467,118.193115,118.871895,106.521347,3535794
2020-12-31,118.757172,120.487572,118.537285,120.344170,107.840652,3738822
2021-01-04,120.315491,120.382408,117.629066,118.489487,106.178665,5417443
2021-01-05,119.512428,121.108986,119.130020,120.592735,108.063393,6395872
2021-01-06,121.319313,126.080307,121.147224,123.604210,110.761978,8322708
2021-01-07,124.321220,124.722755,122.619499,123.317398,110.504959,4714740
2021-01-08,122.915871,123.632889,121.395790,122.877632,110.110901,4891305
2021-01-11,122.323135,123.977058,122.045891,122.925430,110.153732,5859587
2021-01-12,123.413002,124.139580,122.313576,123.527725,110.693443,3921663
2021-01-13,123.470360,124.043976,120.898659,121.338432,108.731606,8030874
2021-01-14,122.390060,124.435944,121.940727,123.298279,110.487831,7848347
2021-01-15,122.638626,123.556404,122.055450,122.743790,109.990959,5131153
2021-01-19,123.594643,123.891014,122.456978,123.346077,110.530678,5646308
2021-01-20,123.996178,125.296364,122.906311,124.359467,111.438766,5856240
2021-01-21,124.397705,126.424477,124.330788,125.860420,112.783783,13116003
2021-01-22,115.391968,115.391968,112.198853,113.393883,101.612480,39814421
2021-01-25,113.537285,114.282982,112.284897,113.365204,101.586807,14315974
2021-01-26,113.938812,117.198853,113.212234,117.103249,104.936455,11186656
2021-01-27,116.711281,119.302101,116.271507,117.084129,104.919334,12705239
2021-01-28,117.399620,117.782028,114.789673,114.799232,102.871811,8455969
2021-01-29,114.933075,115.965584,113.671127,113.871895,102.040848,12369473
2021-02-01,114.627151,115.630974,113.508606,115.239006,103.265915,6538023
2021-02-02,114.110901,115.678780,114.034416,114.187378,102.323547,6633627
2021-02-03,113.804970,114.531548,112.925430,113.881454,102.049400,7024308
2021-02-04,114.636711,115.774376,113.642448,115.697899,103.677109,4771957
2021-02-05,115.678780,116.453156,115.219887,116.434036,104.336784,4775722
2021-02-08,117.227531,118.527725,117.017204,118.173996,105.895958,6158848
2021-02-09,116.539200,117.208412,115.726578,116.730400,106.000130,4933982
2021-02-10,117.619499,117.982796,115.879539,116.864243,106.121674,5090673
2021-02-11,116.634796,116.835564,115.325050,115.592735,104.967056,5629154
2021-02-12,115.678780,116.022942,114.808792,115.487572,104.871559,4049275
2021-02-16,114.866158,115.296364,114.110901,114.789673,104.237808,6945231
2021-02-17,114.024857,115.258125,113.785851,114.694077,104.151001,4141219
2021-02-18,115.200768,115.621414,114.435944,115.420647,104.810776,5646413
2021-02-19,115.439774,115.449333,113.173996,113.757172,103.300217,6881320
2021-02-22,113.288719,115.803062,113.231361,115.544930,104.923637,6149643
2021-02-23,115.602295,116.013382,114.531548,115.401527,104.793419,4739740
2021-02-24,115.487572,118.059273,115.219887,117.791588,106.963776,6087720
2021-02-25,117.944550,118.881454,116.959846,117.084129,106.321358,5953623
2021-02-26,116.873802,116.873802,113.652008,113.699806,103.248123,9467346
2021-03-01,115.057358,116.940727,114.588913,115.430206,104.819458,5977367
2021-03-02,115.430206,116.539200,114.971321,115.038239,104.463524,4732418
2021-03-03,115.200768,117.237091,114.703636,116.978966,106.225845,7744898
2021-03-04,116.634796,117.801147,113.537285,114.827919,104.272537,8439651
2021-03-05,115.334610,118.307838,114.961761,117.428299,106.633881,7268968
2021-03-08,117.581261,121.271507,117.476097,119.321220,108.352798,7572203
2021-03-09,119.885277,120.869980,118.699806,118.718925,107.805878,5867014
2021-03-10,119.550667,122.600380,119.130020,122.246651,111.009315,7581199
2021-03-11,122.456978,122.982796,121.204590,121.548759,110.375572,5383657
2021-03-12,121.596558,122.065010,121.042068,121.998085,110.783600,4194565
2021-03-15,122.151054,123.087952,121.931168,122.925430,111.625710,3577948
2021-03-16,122.638626,122.868073,121.739960,122.600380,111.330528,4867247
2021-03-17,122.810707,123.795410,121.883362,123.355644,112.016357,4488804
2021-03-18,123.269600,125.239006,122.170174,124.340347,112.910553,6104142
2021-03-19,124.302101,124.703636,122.877632,123.231361,111.903503,10297870
2021-03-22,122.848946,124.971321,122.265778,124.808792,113.335938,4356485
2021-03-23,124.703636,125.774376,124.091782,124.722755,113.257813,4556794
2021-03-24,125.191208,126.300194,124.827919,124.875717,113.396706,4189230
2021-03-25,124.598473,127.380501,124.063095,127.217972,115.523659,5809484
2021-03-26,127.428299,130.478012,127.265778,130.382416,118.397217,5823710
2021-03-29,130.000000,131.042068,129.550674,129.885284,117.945778,4835344
2021-03-30,129.885284,130.277252,128.126190,128.795410,116.956078,5010758
2021-03-31,128.623322,128.785858,126.873802,127.399620,115.688606,5172575
2021-04-01,127.877632,128.040146,126.453156,127.370934,115.662552,4261404
2021-04-05,127.762909,130.678772,127.533463,129.952194,118.006538,5722980
2021-04-06,129.617584,129.674957,128.193115,128.317398,116.522011,3787566
2021-04-07,127.954109,129.005737,127.896751,128.996170,117.138382,3112896
2021-04-08,128.652008,129.665390,128.260040,129.177826,117.303345,4275211
2021-04-09,128.938812,129.770554,128.785858,129.761002,117.832932,3162999
2021-04-12,129.082214,129.416824,127.963669,128.671127,116.843231,3926684
2021-04-13,127.151054,127.743790,124.646271,125.411087,113.882866,8403041
2021-04-14,125.535370,126.940727,124.780113,126.797325,115.141678,6137928
2021-04-15,127.418739,127.982796,126.405357,126.749519,115.098267,4062664
2021-04-16,127.151054,128.202682,127.103249,127.715103,115.975090,5535223
2021-04-19,127.724663,127.934990,126.749519,127.265778,115.567070,8575736
2021-04-20,131.042068,133.623322,130.688339,132.084137,119.942497,16192708
2021-04-21,131.988525,137.409180,131.653915,137.237091,124.621773,12456814
2021-04-22,137.380493,138.374756,134.799240,135.066925,122.651093,7428064
2021-04-23,135.095596,137.294449,134.751434,136.166351,123.649460,4765576
2021-04-26,136.156784,137.313583,135.258133,135.344162,122.902855,4927497
2021-04-27,135.458893,136.290634,134.560226,135.764816,123.284851,4062664
2021-04-28,136.634796,137.093689,135.850861,136.711288,124.144310,3941433
2021-04-29,137.791580,142.198853,136.692154,137.896744,125.220787,4554179
2021-04-30,137.380493,137.504776,134.369019,135.640533,123.171974,9280321
2021-05-03,137.485657,139.340347,137.237091,138.384323,125.663559,5997241
2021-05-04,138.059280,140.143402,137.982788,139.340347,126.531693,6642623
2021-05-05,139.521988,139.521988,138.594650,138.833649,126.071587,5229895
2021-05-06,138.871887,141.978973,138.795410,141.892929,128.849625,7848661
2021-05-07,139.502869,139.713196,138.212234,139.063095,127.690903,7325661
2021-05-10,139.388138,141.854691,139.388138,139.741867,128.314148,7304636
2021-05-11,138.613770,138.804977,136.615677,137.877625,126.602356,7454214
2021-05-12,137.514343,137.810699,134.933075,135.086044,124.039055,6233742
2021-05-13,135.229446,138.527725,135.066925,137.829834,126.558487,4807207
2021-05-14,138.728485,139.282990,137.629059,138.317398,127.006172,2873780
2021-05-17,138.087952,139.388138,137.982788,138.728485,127.383629,4471755
2021-05-18,138.412994,138.910141,136.931168,137.581268,126.330238,4000009
2021-05-19,136.061188,136.902481,134.722748,136.892929,125.698196,4498532
2021-05-20,136.826004,138.537292,135.908218,137.552582,126.303886,4301675
2021-05-21,137.934998,139.292542,137.934998,138.374756,127.058838,4219041
2021-05-24,138.680695,138.996170,137.839386,138.355637,127.041267,3449290
2021-05-25,138.546844,138.623322,136.902481,137.466537,126.224876,4118311
2021-05-26,137.189301,137.657745,136.749527,137.074570,125.864967,3225655
2021-05-27,137.495224,138.403442,137.313583,137.495224,126.251236,5889294
2021-05-28,137.868073,137.982788,137.179733,137.418732,126.180992,2651192
2021-06-01,138.623322,139.416824,137.428299,137.848953,126.576035,2528705
2021-06-02,138.260040,139.340347,137.772461,139.311661,127.919106,2915097
2021-06-03,138.537292,139.464630,137.705551,139.149139,127.769890,4320608
2021-06-04,139.579346,141.061188,139.349899,140.936905,129.411453,3261323
2021-06-07,141.061188,142.198853,140.697891,141.510513,129.938156,3621984
2021-06-08,141.606125,143.594650,141.606125,142.514343,130.859894,5313785
2021-06-09,142.476105,144.426392,142.275330,144.043976,132.264435,5547252
2021-06-10,144.808792,146.118546,143.173996,143.919693,132.150330,4977391
2021-06-11,143.814529,145.172089,143.757172,144.627151,132.799927,3596462
2021-06-14,144.082214,144.388138,142.122375,143.432129,131.702637,3498661
2021-06-15,143.260040,143.317398,142.065002,142.791580,131.114456,2628912
2021-06-16,143.173996,143.173996,140.745697,141.328873,129.771362,4057329
2021-06-17,141.061188,141.548752,138.891006,139.196945,127.813797,4568300
2021-06-18,138.126190,138.317398,136.749527,136.826004,125.636742,9577699
2021-06-21,137.772461,140.602295,137.724670,140.200760,128.735504,4482633
2021-06-22,140.076477,140.353729,138.957932,139.923523,128.480957,2549102
2021-06-23,139.990433,140.057358,138.212234,138.250473,126.944733,3349920
2021-06-24,139.388138,139.761002,138.326965,139.043976,127.673347,3775746
2021-06-25,138.986618,140.468445,138.575531,140.382416,128.902328,3759533
2021-06-28,140.544937,140.822174,138.537292,138.900574,127.541634,4067789
2021-06-29,138.871887,140.286804,138.718933,139.149139,127.769890,2540211
2021-06-30,138.747604,140.468445,138.346085,140.143402,128.682846,3394375
2021-07-01,140.497131,141.013382,140.124283,140.382416,128.902328,2809661
2021-07-02,140.449326,140.487579,133.326965,133.862335,122.915421,17584515
2021-07-06,133.833649,134.244736,131.070740,132.676865,121.826897,8466010
2021-07-07,132.657745,134.158707,132.657745,133.671127,122.739853,4246446
2021-07-08,131.720840,135.095596,131.606125,134.550674,123.547462,5739820
2021-07-09,135.229446,135.736145,134.646271,135.296371,124.232178,4083689
2021-07-12,135.210327,135.717010,133.957932,134.722748,123.705475,3496360
2021-07-13,134.722748,134.722748,133.489487,134.110901,123.143669,3309858
2021-07-14,134.531555,134.560226,132.820267,133.671127,122.739853,4606061
2021-07-15,133.193115,134.282990,132.695984,134.273422,123.292892,3807126
2021-07-16,134.799240,134.799240,132.495224,132.791580,121.932236,4298328
2021-07-19,130.449326,132.399612,130.219879,131.854691,121.071960,8977086
2021-07-20,136.711288,138.546844,132.600388,133.814529,122.871529,14237838
2021-07-21,133.814529,135.172089,133.508606,135.086044,124.039055,5024984
2021-07-22,135.430206,135.573608,134.235184,134.521988,123.521126,3466653
2021-07-23,134.761002,135.468445,134.158707,135.124283,124.074181,4680013
2021-07-26,135.172089,136.711288,134.923523,136.491394,125.329483,4441630
2021-07-27,136.261948,137.323135,135.372849,136.472275,125.311928,3281302
2021-07-28,136.720840,136.806885,135.411087,135.535370,124.451645,2660815
2021-07-29,136.070740,136.673035,135.372849,135.688339,124.592110,2793761
2021-07-30,135.296371,135.611862,134.598465,134.761002,123.740616,3698238
2021-08-02,135.229446,136.768646,134.827911,135.200760,124.144402,3064257
2021-08-03,135.659653,138.336517,135.420654,137.734222,126.470673,4272596
2021-08-04,137.476105,137.839386,136.204590,136.481842,125.320724,2960285
2021-08-05,136.739960,137.103256,135.965576,136.491394,125.329483,2884240
2021-08-06,136.711288,138.040146,136.606125,137.753342,126.488243,4002833
2021-08-09,135.946457,136.233276,134.770554,135.038239,125.422699,5129689
2021-08-10,135.000000,135.573608,134.168259,135.162521,125.538147,5543695
2021-08-11,135.544937,136.491394,135.277252,135.879547,126.204109,4455960
2021-08-12,136.003830,136.854691,135.831741,136.778198,127.038750,2184780
2021-08-13,136.367111,137.265778,136.175903,136.883362,127.136452,1997965
2021-08-16,136.931168,137.418732,135.975143,137.275330,127.500504,2913319
2021-08-17,136.711288,136.864243,134.885284,136.156784,126.461617,3215195
2021-08-18,135.439774,135.678772,133.260040,133.336517,123.842155,3672192
2021-08-19,132.590820,133.317398,131.175903,131.950287,122.554619,4351465
2021-08-20,131.682602,133.250473,131.233276,132.992355,123.522514,2780059
2021-08-23,133.479919,133.986618,132.695984,133.479919,123.975334,3179422
2021-08-24,133.632889,134.063095,133.193115,133.690247,124.170700,2474418
2021-08-25,133.766724,134.608032,133.326965,133.709366,124.188446,2105389
2021-08-26,133.814529,134.608032,132.609940,132.676865,123.229469,2613640
2021-08-27,132.609940,133.451248,132.313583,133.279160,123.788872,2572637
2021-08-30,133.365204,133.728485,132.715103,132.858505,123.398193,2087293
2021-08-31,133.403442,134.741867,132.839386,134.168259,124.614670,4429915
2021-09-01,133.824097,133.910141,133.068832,133.173996,123.691208,2588327
2021-09-02,133.575531,133.891006,132.915863,133.852768,124.321632,2840413
2021-09-03,133.537292,134.292542,133.173996,133.441681,123.939835,2009575
2021-09-07,133.508606,133.642441,131.701721,131.988525,122.590149,3436110
2021-09-08,132.065002,132.973236,131.548752,132.571701,123.131790,3122728
2021-09-09,131.787766,132.848953,131.510513,131.682602,122.306015,3669682
2021-09-10,132.715103,133.240921,130.975143,130.994263,121.666679,4157955
2021-09-13,132.313583,132.877625,131.462708,132.074570,122.670074,4334729
2021-09-14,132.313583,132.476105,129.388138,130.229446,120.956322,4659198
2021-09-15,130.229446,131.739960,129.703629,131.166351,121.826530,3403579
2021-09-16,131.242828,131.883362,129.741867,130.430206,121.142784,2765624
2021-09-17,129.780121,129.942642,129.110901,129.282990,120.077263,5890340
2021-09-20,128.011475,129.235184,126.940727,128.403442,119.260353,4990152
2021-09-21,129.168259,129.684509,127.093689,127.122368,118.070496,4261927
2021-09-22,127.839386,129.416824,127.600380,128.709366,119.544487,3767901
2021-09-23,129.302109,131.376678,129.091782,130.717010,121.409180,3151807
2021-09-24,131.003830,132.390060,130.736145,131.443588,122.084007,3100762
2021-09-27,131.892929,132.954117,131.434036,132.466537,123.034134,3459017
2021-09-28,133.049713,133.546844,131.175903,131.424469,122.066261,4513072
2021-09-29,131.673035,133.776291,130.439774,133.059280,123.584671,3947499
2021-09-30,133.843216,134.388138,132.409180,132.820267,123.362663,6090230
2021-10-01,134.799240,137.638626,134.196945,137.017212,127.260780,6907889
2021-10-04,136.462708,139.579346,136.089859,137.772461,127.962242,7689251
2021-10-05,138.384323,138.623322,136.367111,136.854691,127.109810,7297524
2021-10-06,136.214142,137.065002,134.694077,136.099426,126.408340,5573506
2021-10-07,136.453156,137.093689,135.305923,135.573608,125.919945,3999695
2021-10-08,135.573608,137.332703,134.847031,136.921600,127.171959,3902940
2021-10-11,137.189301,137.743790,136.137665,136.166351,126.470490,2921792
2021-10-12,135.956024,136.042068,134.130020,134.292542,124.730110,3293436
2021-10-13,134.340347,135.191208,133.518158,134.569794,124.987633,3013003
2021-10-14,134.837479,137.590820,134.808792,137.084137,127.322929,4410668
2021-10-15,137.084137,138.479919,136.510513,138.250473,128.406189,3371049
2021-10-18,137.667297,138.565964,135.525818,136.061188,126.372818,6437189
2021-10-19,134.875717,136.653915,134.340347,135.736145,126.070915,4539117
2021-10-20,135.449326,135.946457,134.512421,135.659653,125.999878,6474008
2021-10-21,127.638626,127.839386,122.466537,122.686424,113.950424,32913959
2021-10-22,122.418739,124.521988,121.042068,122.256210,113.550827,12114981
2021-10-25,121.921608,122.992355,121.357552,122.026772,113.337738,6667204
2021-10-26,121.912048,122.657745,121.185471,121.539200,112.884880,8912861
2021-10-27,121.835564,122.256210,119.512428,119.665390,111.144493,7294176
2021-10-28,119.665390,120.755257,119.139580,120.305923,111.739410,6802138
2021-10-29,119.913956,120.764816,119.416824,119.598473,111.082344,6188973
2021-11-01,119.550667,120.755257,118.393883,120.726578,112.130127,6177153
2021-11-02,120.745697,121.577438,119.416824,120.630974,112.041328,4722062
2021-11-03,120.678780,121.692162,120.152962,121.539200,112.884880,5670784
2021-11-04,123.050003,123.339996,119.900002,120.849998,112.244751,7208700
2021-11-05,121.430000,123.769997,121.430000,123.610001,114.808228,6790500
2021-11-08,123.989998,124.779999,123.529999,124.540001,115.672005,5625300
2021-11-09,122.559998,122.900002,120.260002,120.849998,113.742561,7236600
2021-11-10,121.000000,122.430000,119.930000,120.220001,113.149620,6270300
2021-11-11,120.900002,121.790001,120.080002,120.269997,113.196686,4643300
2021-11-12,120.000000,120.639999,118.779999,118.959999,111.963722,5418300
2021-11-15,119.540001,120.160004,118.309998,118.870003,111.879021,5046300
2021-11-16,118.919998,119.900002,118.419998,118.459999,111.493134,4750800
2021-11-17,118.379997,119.330002,117.779999,118.059998,111.116653,4043300
2021-11-18,118.360001,118.360001,116.309998,116.660004,109.798996,5046900
2021-11-19,116.489998,116.559998,115.269997,116.050003,109.224869,5380200
2021-11-22,116.000000,118.809998,115.190002,116.470001,109.620155,6416200
2021-11-23,116.790001,117.940002,116.040001,116.790001,109.921349,4912800
2021-11-24,116.160004,117.269997,116.080002,116.730003,109.864883,3220800
2021-11-26,115.000000,116.339996,114.559998,115.809998,108.998978,3322000
2021-11-29,118.620003,119.610001,117.529999,118.500000,111.530777,8949800
2021-11-30,117.500000,119.239998,116.449997,117.099998,110.213104,9252700
2021-12-01,118.250000,118.930000,116.849998,116.919998,110.043694,5958300
2021-12-02,117.370003,117.980003,116.559998,116.900002,110.024879,5267100
2021-12-03,117.360001,119.360001,117.360001,118.839996,111.850777,6630100
2021-12-06,119.400002,121.150002,119.400002,119.910004,112.857864,4785600
2021-12-07,120.480003,122.080002,120.070000,121.580002,114.429642,5194000
2021-12-08,122.000000,123.379997,121.519997,123.019997,115.784950,5483900
2021-12-09,122.150002,123.949997,121.790001,123.570000,116.302597,4601100
2021-12-10,124.300003,125.330002,123.360001,124.089996,116.792015,4966900
2021-12-13,123.760002,124.360001,120.790001,122.580002,115.370819,6847500
2021-12-14,122.349998,125.029999,122.300003,123.760002,116.481438,5716100
2021-12-15,123.800003,124.820000,122.180000,123.110001,115.869652,4990000
2021-12-16,123.510002,126.639999,123.480003,125.930000,118.523804,7280500
2021-12-17,125.870003,128.639999,125.209999,127.400002,119.907356,10379000
2021-12-20,125.720001,127.199997,124.699997,127.059998,119.587349,4941400
2021-12-21,127.660004,129.339996,127.660004,128.970001,121.385017,4856000
2021-12-22,129.059998,129.789993,127.599998,129.750000,122.119141,3923200
2021-12-23,130.000000,130.960007,129.520004,130.630005,122.947395,3649000
2021-12-27,130.630005,131.649994,129.949997,131.619995,123.879158,4293900
2021-12-28,131.600006,133.220001,131.589996,132.630005,124.829758,3445200
2021-12-29,132.399994,134.210007,132.300003,133.350006,125.507416,4239900
2021-12-30,133.750000,134.369995,133.330002,133.910004,126.034477,3158100
2021-12-31,134.000000,134.990005,133.610001,133.660004,125.799187,3362100
2022-01-03,134.070007,136.289993,133.630005,136.039993,128.039215,4605900
2022-01-04,136.100006,139.949997,135.899994,138.020004,129.902771,7300000
2022-01-05,138.309998,142.199997,137.880005,138.220001,130.091003,8956900
2022-01-06,138.199997,138.410004,132.509995,135.339996,127.380386,9908100
2022-01-07,134.899994,135.660004,133.509995,134.830002,126.900375,5238100
2022-01-10,134.470001,136.199997,133.380005,135.029999,127.088615,5432800
2022-01-11,130.520004,133.250000,127.970001,132.869995,125.055649,11105300
2022-01-12,133.250000,134.470001,131.369995,133.589996,125.733299,5352000
2022-01-13,133.899994,136.050003,133.559998,134.759995,126.834488,4868300
2022-01-14,134.550003,135.139999,133.300003,134.210007,126.316841,5310300
2022-01-18,132.949997,133.889999,131.779999,132.940002,125.121529,5246700
2022-01-19,132.899994,133.899994,131.500000,131.580002,123.841507,4103700
2022-01-20,131.259995,132.880005,130.570007,130.820007,123.126221,5278200
2022-01-21,131.649994,131.869995,129.270004,129.350006,121.742676,5907000
2022-01-24,127.989998,129.149994,124.190002,128.820007,121.243851,13484000
2022-01-25,129.139999,137.339996,128.300003,136.100006,128.095673,19715700
2022-01-26,136.470001,137.070007,133.130005,134.259995,126.363892,8336000
2022-01-27,133.660004,134.750000,132.080002,132.520004,124.726234,5497300
2022-01-28,133.190002,134.529999,131.789993,134.500000,126.589783,5471500
2022-01-31,134.089996,134.089996,132.300003,133.570007,125.714493,5859000
2022-02-01,133.759995,135.960007,132.500000,135.529999,127.559204,6206400
2022-02-02,135.699997,137.559998,135.259995,137.250000,129.178055,5357200
2022-02-03,137.000000,138.759995,135.830002,137.779999,129.676880,6100800
2022-02-04,137.860001,138.820007,136.220001,137.149994,129.083923,4142000
2022-02-07,137.449997,137.820007,136.270004,137.240005,129.168655,3759000
2022-02-08,137.229996,137.520004,135.779999,137.020004,128.961594,4181800
2022-02-09,137.839996,138.350006,136.830002,137.789993,129.686279,5393500
2022-02-10,135.470001,136.559998,133.169998,133.520004,127.181145,5978600
2022-02-11,133.899994,134.710007,132.380005,132.690002,126.390556,4176200
2022-02-14,132.589996,132.649994,129.070007,130.149994,123.971123,5345300
2022-02-15,130.639999,131.679993,129.610001,129.940002,123.771111,4394000
2022-02-16,129.449997,130.440002,128.259995,129.179993,123.047188,4875600
2022-02-17,128.050003,128.500000,124.849998,124.970001,119.037056,6797000
2022-02-18,124.940002,125.440002,123.610001,124.349998,118.446495,4609200
2022-02-22,124.199997,125.000000,122.680000,123.919998,118.036903,5349700
2022-02-23,124.379997,124.699997,121.870003,122.070000,116.274734,4086400
2022-02-24,120.000000,122.099998,118.809998,121.970001,116.179482,6563200
2022-02-25,122.050003,124.260002,121.449997,124.180000,118.284569,4460900
2022-02-28,122.209999,123.389999,121.040001,122.510002,116.693848,6757300
2022-03-01,122.669998,123.389999,120.699997,121.349998,115.588921,4873300
2022-03-02,122.589996,124.639999,121.800003,123.860001,117.979752,4891400
2022-03-03,124.959999,126.669998,124.239998,125.930000,119.951485,5206600
2022-03-04,124.400002,127.349998,124.209999,126.620003,120.608734,4402400
2022-03-07,126.470001,127.910004,125.620003,126.070000,120.084839,5047400
2022-03-08,126.620003,128.350006,124.820000,125.680000,119.713356,4887600
2022-03-09,127.410004,128.100006,125.910004,126.220001,120.227715,4403500
2022-03-10,125.750000,126.029999,123.129997,124.349998,118.446495,5326800
2022-03-11,125.000000,126.769997,123.910004,123.959999,118.075005,4119600
2022-03-14,124.449997,125.160004,122.690002,123.940002,118.055969,3289200
2022-03-15,124.000000,125.940002,123.220001,125.639999,119.675255,4021200
2022-03-16,126.500000,127.279999,124.709999,127.040001,121.008789,4292800
2022-03-17,127.099998,128.289993,126.529999,127.959999,121.885109,3671900
2022-03-18,127.379997,128.929993,126.370003,128.759995,122.647125,7466000
2022-03-21,129.000000,129.740005,127.400002,128.100006,122.018471,3384600
2022-03-22,128.500000,129.300003,127.849998,129.059998,122.932892,2690200
2022-03-23,129.080002,129.320007,128.250000,128.300003,122.208969,2924500
2022-03-24,128.330002,129.369995,127.800003,129.250000,123.113869,2971100
2022-03-25,129.500000,131.399994,129.309998,131.350006,125.114182,3530200
2022-03-28,130.820007,131.500000,129.600006,131.470001,125.228477,2483500
2022-03-29,132.039993,132.839996,130.429993,131.940002,125.676163,5791000
2022-03-30,132.009995,133.080002,131.389999,132.130005,125.857140,2622900
2022-03-31,130.720001,131.880005,130.000000,130.020004,123.847321,4274000
2022-04-01,129.660004,130.270004,128.059998,130.149994,123.971123,4012400
2022-04-04,130.259995,130.449997,128.929993,130.270004,124.085449,2809800
